S1,S2,S3,resp,resptime
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,1.922288
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,0,2.186231
stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,1,1.640216
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_0.jpg,1,1.376991
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_5.jpg,1,1.370091
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,1.38242
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,1,1.389841
stimuli/einstein_100.jpg,stimuli/einstein_10.jpg,stimuli/einstein_0.jpg,1,1.486085
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,1,2.728712
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,1,2.465545
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_80.jpg,1,2.344633
stimuli/einstein_100.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,1,1.897187
stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,stimuli/einstein_0.jpg,1,1.567912
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,0,2.204946
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_10.jpg,1,1.482045
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_60.jpg,1,2.792342
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,1.496471
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,0,1.938026
stimuli/einstein_60.jpg,stimuli/einstein_10.jpg,stimuli/einstein_5.jpg,1,1.840829
